CRED	Rep
FAREWELLS	Parting chorus
LAMINATED	Having a protective cover, of a sort
LOVEBEADS	Wear for a flower child
BRA	Cupped apparel
BRA	One piece of a two-piece
BRA	Something you may need to get off your chest
BRA	Hidden means of support?
BRA	Bikini top
BRA	Garment with underwires
BRA	It’s often hooked
POLEDANCE	Provocative performance
DRIP	Create an icicle, say
DRIP	Faucet problem
DRIP	Sound that can prevent sleeping at night
SOUL	Heart’s partner
PERSONALOPINION	Stance
LIE	Club selection factor
LIE	More than a fib
LIE	It’s not the truth
LIE	Tell a whopper
LIE	It’s not true
LIE	“I already have other plans,” often
LIE	Cover for someone, say
LIE	Misrepresentation
LIE	Bit of fiction
LIE	Stretch out
LIE	Be prone
LIE	Prevaricate
LIE	Be on the level?
LIE	PolitiFact finding
LIE	“Your table will be ready in five minutes,” possibly
HASHED	Worked (out)
IDOS	Altar exchange
IDOS	They’re exchanged at the altar
IDOS	Exchange at the altar
IDOS	Promising exchange
IDOS	Binding exchange
AIRHORN	Stadium noisemaker
SEENAS	Perceived to be
SEENAS	Considered to be
SHAMEFACED	Embarrassed
WARS	Private engagements?
WARS	They take place in theaters
WARS	Polemologists study them
VENT	Scream one’s head off
EDDY	It’s a small whirl after all
EDDY	Start to go down the drain
EDDY	Water swirl
EDDY	Mini-whirlpool
EDDY	Turning point?
RIM	Net support
RIM	Edge
RIM	What swish shots miss
RIM	Backboard attachment
RIM	An air ball misses this
RIPEN	Mature
APTNESS	Relevance
POETIC	Beautifully worded
SPELL	Brief period
LIP	Impudence
LIP	Edge
LIP	Back talk
LASH	Tie securely
KOALA	Eucalyptus-munching animal
KOALA	Eucalyptus-eating marsupial
KOALA	Australian “bear”
KOALA	Cuddly-looking “bear”
KOALA	One with a pouch
NINEHOLES	Half a round
NESSES	Promontories
ARIE	Part of “Die Fledermaus”
ARIE	Singer India.___
TJMAXX	Competitor of Kohl’s
MSN	I.S.P. with a butterfly logo
MSN	It launched Hotmail in ’96
MSN	Yahoo alternative
TBS	Atlanta-based media inits.
TBS	Conan O’Brien’s network
TBS	“American Dad!” airer
QUEST	Indiana Jones was on one
CARET	Addition sign
CARET	Input signal?
POSIES	Florists’ creations
SRO	Packed letters?
SRO	Sign of theatrical success
SRO	Unwelcome sign for latecomers
SRO	Show sign
SRO	“Packed” letters
SRO	Sign adored by angels
HST	“The buck stops here” presidential inits.
HST	D.D.E.’s predecessor
HST	“The buck stops here” prez
HST	F.D.R.’s successor
HST	Successor to F.D.R.
HST	Korean War leader, for short
WILLIS	1987 Emmy winner for “Moonlighting”
WILLIS	Actor Bruce
NILES	One of TV’s Crane brothers
RAISINETS	Alternative to Goobers
ALLSPICE	Jamaican jerk chicken seasoning
YALE	Harvard rival
YALE	Its Latin motto translates to “Light and truth”
YALE	Connecticut Ivy
YALE	School for Rory Gilmore of “Gilmore Girls”
ANN	Blyth of “Mildred Pierce”
ANN	One of the Wilson sisters of rock’s Heart
ANN	Massachusetts’ Cape ___
ANN	Retailer ___ Taylor
ANN	Rule of crime?
ANN	Country singer Lee ___ Womack
ANN	___ Taylor (apparel store)
ANN	“___ Vickers,” Sinclair Lewis novel
ANN	British poet laureate Carol ___ Duffy
ANN	___ Dunham, Barack Obama’s mother
ANAS	Santa ___ (weather phenomena)
ANAS	Santa ___ (some winds)
LEFTTURN	“Louie”
AHI	Tuna that’s often served seared
AHI	Tuna type
AHI	Sushi order
AHI	Hawaiian yellowfin tuna
AHI	Sushi bar tuna
AHI	Sushi bar offering
AHI	Bigeye, on some menus
AHI	Tuna variety
AHI	Sushi fish
AHI	Sushi bar selection
AHI	Sushi tuna
CLARA	Santa ___
ESSEX	County of Newark, N.J.
ADAGES	“Time is money” and “Knowledge is power”
ADAGES	Saws
ADAGES	“Poor Richard’s Almanack” collection
ADAGES	Many clichés
JSBACH	Mass master, in brief
TORQUE	Force on a nut
MARCELLUS	Roman consul who captured Syracuse in A.D. 211
RIESEN	German chocolate brand
STAVE	Wooden pail part
YEN	Tokyo currency
YEN	Cabbage for miso soup?
YEN	Urge
YEN	Strong appetite
YEN	Coin issued in values of 1 to 500
YEN	Itch
YEN	Appetite
YEN	Some foreign reserves
YEN	Hunger
SPRAY	Surf stuff
AVALANCHE	Dangerous fall
IWILL	Volunteer’s response
IWILL	Volunteer’s offer
NBAFINALS	Annual June sporting event
TRIP	Set off, as a security alarm
TRIP	Word after guilt or field
TRIP	Hit the ground running?
TRIP	Journey
TRIP	Excursion
TRIP	Voyage
TRIP	Fall over one’s feet
TRIP	Set off
HAS	Dines on
HAS	Takes in
HAS	“Rumour ___ It” (2011 Adele hit)
HAS	Owns
HAS	Possesses
HAS	Tricks
IGNITED	Set off
RUSE	Deception
RUSE	Smoke screen
RUSE	Fake-out
ACERB	Sharp
HATERSGONNAHATE	Message to critics
RUNS	Lines on a ski mountain map
ETHICAL	On the up and up
ETHICAL	Right
REDO	Overhaul
REDO	Start over
REDO	Change
REDO	Fresh styling
REDO	Control+Y on a PC or Command+Y on a Mac
REDO	Another attempt
ACHE	Throb
ACHE	Dull hurt
ACHE	Long
ACHE	Ice pack target
ACHE	Aftereffect from working out
ACHE	Homesickness, e.g.
ACHE	Have a hole in one’s heart
ACHE	Hunger
STASHAWAY	Hoard
TAKEADIVE	Throw the match
INUSE	Occupied
INUSE	Occupied, as a lav
INUSE	Employed
TESTS	Students may pass them
TESTS	Challenges
TESTS	Big part of one’s final grade, typically
TESTS	Pushes to the limit
TESTS	Battery parts
TESTS	Assays
SKINTIGHT	Opposite of baggy
POWERGRAB	Coup
VIBES	Good or bad things to pick up
HELIX	Spiral
HELIX	Roller coaster feature
HELIX	DNA strand shape
SHE	Devil or bear lead-in
SHE	“That’s all ___ wrote”
SHE	Pronoun in several Beatles titles
SHE	“Now I ain’t sayin’ ___ a gold digger” (Kanye West lyric)
SHE	“That’s what ___ said!”
SHE	“___ Will Be Loved” (Maroon 5 hit)
SHE	That ship
RENTER	One in town for the summer, say
STEADIEST	Still the most?
NETLOSSES	Red menaces?
SUNSHADE	Visor, e.g.
HAIRLINE	Plugs can move it forward
TOW	Remove from a no-parking zone, say
TOW	Drag away
TOW	Way up at a ski resort
TOW	Request after a breakdown
TOW	Pull to a pound
TOW	What may follow a breakdown
TOW	Aftermath of a breakdown
TOW	A busy mom might keep a child in this
PASTA	Some ribbons and shells
OCTAD	Snow White and the dwarfs, e.g.
SHAKE	Get rid of
SHAKE	Command to a dog
SWIM	Do the breaststroke, say
SWIM	Exercise at the Y, maybe
SWIM	Travel like a ray
SWIM	Thick of things, in a manner of speaking
HAY	Rural allergen
HAY	Horse course
HAY	Cushion material for some horse-drawn rides
TROJANS	Malicious computer programs
ADONIS	Chippendales dancer, e.g.
ADONIS	Dreamboat
AMRADIO	Traffic report source, often
AMRADIO	Band that doesn’t play much music nowadays
AMELIE	2001 foreign film with five Oscar nominations
DAIKONS	Radishes with long white roots
OBIT	Passing note?
OBIT	Passing mention?
CAPRIS	Short pants
CAPRIS	Ankle-exposing pants
IAN	Sir ___ McKellen (Gandalf portrayer)
IAN	McKellen who played Gandalf
IAN	Baseball’s ___ Desmond, three-time Silver Slugger Award winner
IAN	Scottish John
IAN	With 10-Down, lead vocalist and flutist for rock’s Jethro Tull
IAN	Scottish “John”
IAN	Fleming who created James Bond
IAN	Christ’s end?
IAN	Name whose Italian equivalent is Giovanni
IAN	Actor McKellen
IAN	McKellen of “The Hobbit”
GCHAT	Alternative to Facebook Messenger
GCHAT	Onetime alternative to Facebook Messenger
CAL	Golden Bears’ sch.
SOTOMAYOR	Supreme Court justice who once said “I am a New Yorker, and 7 a.m. is a civilized hour to finish the day, not to start it”
LIBIDO	Concupiscence
OCTANE	Power, so to speak
PASHTO	Language of Afghanistan
CARLJUNG	“The Undiscovered Self” author
ONRICE	How curry is often served
ETATS	Any of les Nations Unies
ETATS	Divisions politiques
ETATS	Les ___-Unis
ETATS	___-Unis
EPEE	Electrified bit of sports equipment
EPEE	Cousin of a foil
EPEE	Fencing blade
EPEE	Fencing option
EPEE	Tool for a duel
EPEE	One guarded in a duel?
EPEE	Summer Olympics event
EPEE	Dueler’s option
EPEE	Jabber?
EPEE	Olympics sword
EPEE	Pentathlete’s need
EPEE	Weapon in fencing
BAYS	Dark horses
BANJUL	Capital of Gambia
AMOEBA	One having a simple existence
AMOEBA	Certain protozoan
ICI	“Vous êtes ___”
ICI	Here, on une carte
MSRP	Fig. often discounted
CASANOVAS	Lover boys
TOKENS	Game pieces
TOKENS	Sole representatives, maybe
ACACIA	Gum arabic source
ALAMEDA	Oakland’s county
ESTES	Blues musician known as Sleepy John
ESTES	___ Park, Colo.
SEINE	Setting for van Gogh’s “River Bank in Springtime”
SEINE	Surrounder of la Grande Jatte
SEINE	What the Left Bank is a bank of
SEINE	It flows into the English Channel at Le Havre
SEINE	River through Paris
SEINE	River into which Joan of Arc’s ashes were ordered to be thrown
SEINE	River spanned by the Pont Neuf
IMACS	Apple computers
IMACS	Some desktops
FEBRILE	Running a high temperature
LAKER	Staples Center athlete
AMP	Concert haul?
AMP	Speaker’s position?
AMP	Box in an arena?
AMP	One turned on by a rock star?
AMP	Rock-and-roll need
AMP	Turn (up), as intensity
AMP	Concert piece
IMARET	Turkish inn
PDA	Where phone nos. might be stored
PDA	Something that may make people go “ick,” for short
PDA	Obsolescent mobile device, briefly
PDA	BlackBerry, e.g., briefly
PDA	Something people do not want to see outside, for short
BALCONY	One set in a “Romeo and Juliet” production
BALCONY	Setting not actually found in “Romeo and Juliet”
GOTYE	Singer with the 2012 #1 hit “Somebody That I Used to Know”
CROSSBAR	It splits the uprights
CILIA	Paramecium propellers
CILIA	Lashes
CILIA	Tiny hairs
ADJUNCT	Kind of professor
LOGES	Some premium seating
ANISE	Flavoring for springerle biscuits and cookies
ANISE	Licorice flavor
ANISE	Italian sausage ingredient
ANISE	Black jellybean flavorer
ANISE	Pernod flavoring
OPAL	Iridescent stone
OPAL	October birthstone
OPAL	Australian gem export
OPAL	Milky gemstone
OPAL	The Olympic Australis is the largest one in the world
OPAL	Fall birthstone
OPAL	Colorful gem
TALC	Barber’s supply
TALC	It might be patted on the back
TALC	Bathroom powder
TALC	Soapy powder mineral
OSLO	Norwegian capital
OSLO	Munch Museum’s city
OSLO	1993 accord city
OSLO	Capital of Norway
OSLO	World capital with 40 islands within its city limits
OSLO	Viking Ship Museum city
OSLO	1993 and 1995’s ___ Accords
OSLO	___ Accords
OSLO	Destination of some SAS flights
MAYHEM	Keystone Kops-like scene
PSALTER	Church book
SASHA	Figure skater Cohen
SASHA	An Obama girl
SASHA	___ Fierce (onetime Beyoncé alter ego)
SASHA	One of the Obamas
SASHA	Resist (Sister) in the White House
AMISH	Technology eschewers
AMISH	Barn-raising group
AMISH	Simple-living folk
AMISH	Electricity-eschewing group
AMISH	Rural community
AMISH	Powerless group?
AMISH	Some drivers with “slow-moving vehicle” reflectors
JULEPS	Kentucky Derby drinks
ULNAS	Ones up in arms?
ULNAS	Aids in raising arms?
UTNE	___ Reader (alternative digest)
UTNE	___ Reader
UTNE	Magazine founder Eric
SEPHORA	Big lipstick seller
IRENE	Nobel Prize-winning daughter of the Curies
IRENE	Memorable 2011 hurricane
IRENE	“Me, Myself & ___” (Jim Carrey film)
IRENE	Cara of “Fame”
IRENE	Memorable hurricane of 2011
IRENE	“Me, Myself & ___” (Jim Carrey movie)
CERTS	Candy that’s “two mints in one”
CERTS	Mint roll
BEERSTEIN	Rathskeller decoration
SIC	“___ ’em!” (canine command)
SIC	Word with a 35-Across before and after it
SIC	Word often seen in brackets
SIC	“___ ’em!”
SIC	[their error, not mine]
SIC	[not my mistake]
EPA	Superfund org.
EPA	Org. concerned with climate change
EPA	Cap-and-trade org.
EPA	Green org.
EPA	Inits. on a car sticker
EPA	Clean energy grp.
EPA	Org. established by President Nixon
EPA	Fuel economy org.
EPA	Org. that covers Springfield in a dome in “The Simpsons Movie”
EPA	Energy Star org.
EPA	Grp. concerned with global warming
EPA	Radon regulators, in brief
EPA	Enforcer of the Solid Waste Disposal Act, for short
EPA	Ecologically oriented org.
EPA	U.S. asbestos regulator
EPA	Green grp.
EPA	Clean air org.
MERCI	Guy’s thanks?
ALAMO	Memorable mission
ALAMO	National alternative
ALAMO	1836 battle site
ALAMO	Texas landmark that shares its name with a tree
ALAMO	Dollar competitor
ALAMO	Historic siege site
ALAMO	Avis competitor
SCADS	A lot
EPODE	Horatian work
DECOCT	Boil down
NCAA	Publisher of Champion magazine, for short
NCAA	Final Four grp.
NCAA	Org. with Divisions I-III
GALT	“Who is John ___?” (question in “Atlas Shrugged”)
EKGS	Hosp. readouts
SSRS	They were wiped off the map in ’91
SSRS	Historical group of 15, for short
SSRS	15 divs. on old maps
DAE	“Lost” actor Daniel ___ Kim
DAE	Daniel ___ Kim, “Hawaii Five-0” actor
LIFEBLOOD	Essence
HANGER	One in the closet
MINIMART	Common gas station attachment
PESTER	Nag
TAKENUP	Accepted, as an offer
CLERKED	Was behind a register, maybe
ENDUSERS	For whom products are designed
HINTAT	Suggest
SORDID	Like some tales or details
SORDID	Filthy
VALLEYS	Low points
WELCOMESIN	Beckons through a portal
STRUCTURAL	Like some building damage
ASEPTIC	Sterile
SLAUGHTER	Blowout, in sports lingo
ASHORE	To land
ASHORE	Not on board, say
DISPEL	Drive off
ONHAND	Available
ONHAND	At one’s disposal
SHOWER	Spring forecast
SHOWER	April weather event
ASASET	How silverware is often sold
ASASET	How bedroom furniture is often sold
FATNESS	Obesity
PARENT	Rear
THY	Your of yore
THY	Commandments possessive
REEFS	Some protective barriers
ALES	Insets (Steins) may be filled with them
ALES	Tap options
ALES	Draft picks
ALES	Newcastle Brown and others
ALES	Consumables often described with a percentage
ALES	Pub orders
ALES	Tap things?
RAWSCORE	Pre-curve figure
ANGELIC	Exceptionally well behaved
TAPEDECKS	Boom box pair
PEERED	Looked (in)
EDGIER	Like HBO and Showtime vis-à-vis basic cable
DOCTRINE	Something you can believe in
ATWORST	If everything fails
ATWORST	If all else fails
THAT	Unnamed object
THAT	“How’s ___?”
THAT	“So ___ happened”
THAT	Pointer’s request?
JANGLE	What keys on a key ring do
LAD	Bucko
LAD	“Wee” fellow
LAD	Little guy
LAD	Sonny
LAD	Shaver
LAD	“There’s a good ___”
ODORS	Scents
ODORS	Stinks
ODORS	Many gases lack them
ODORS	Ammonia and others
DOSE	Doctor’s recommendation
DOSE	Pharmacological amount
DOSE	Spoonful, say
DIETITIAN	One helping with servings
ONSET	Beginning
ONSET	Word go
ONSET	Get-go
ONSET	Outbreak
ONSET	Start
NITS	“You’re missing a comma” and others
NITS	Quibbles
STRS	Orch. section
REUNITED	Together again
UNS	Young ___
CHOSE	Opted for
APRICOT	Kind of orchard
VEERSOFF	Diverges
WET	Like monsoon season
WET	Speakeasy-goer
WET	Besprinkle, say
WET	Like a dog’s kiss
WET	Word with bar or blanket
WET	Rainy
WET	Soaked
WET	Sweaty
BADAT	Unable to do well
NOSAY	Lack of influence
CAUGHT	No longer wanted
THAN	More ___ enough
REDS	Some wines
REDS	Wines said to go well with steak
REDS	Cold War side
REDS	Johnny Bench’s team
REDS	Most lipstick options
REDS	“Stop” lights
TOWEL	Dry (off)
ASPIRATE	Breathe in
COT	Disaster shelter sight
COT	Jail cell sight
COT	Item in a tent
COT	Camp bed
RESAW	Cut over, in a way
WINOVER	Convince
IPAD	Tablet since 2010
IPAD	Apple tablet
IPAD	Tablet purchased without a prescription?
IPAD	Certain tablet
IPAD	___ Air
BEAR	Camp invader
BEAR	Handle
DECEIT	Lies
DECEIT	Perfidy
DECEIT	Cheating
KNEE	___-length
KNEE	Just above where 35-Across end
KNEE	Sitting spot for a child visiting Santa
KNEE	Housemaid’s ___ (bursitis)
KNEE	End of a lap
KNEE	With 36-Down, bit of clothes mending
KNEE	Spot hit by a reflex hammer
KNEE	Point of genuflection
KNEE	One of the eight points of contact in Muay Thai
SAT	Didn’t move
SAT	Sr. stress source
SAT	Sr.’s challenge
SAT	Didn’t play in the game
SAT	Used a rocker, e.g.
SAT	Rested
SAT	Convened
SAT	Didn’t go anywhere, say
SAT	Used a davenport
SAT	Remained in inventory
SAT	Used a bench
TAMALE	Steaming Mexican treat
TAMALE	Burrito alternative
TAMALE	Husky food?
ANI	Singer DiFranco
ANI	Alex and ___ (jewelry retailer)
ANI	Threepio’s first master
ANI	“Star Wars” saga nickname
ANI	DiFranco who created Righteous Babe Records
ANI	“Star Wars” nickname
ANI	“Evolve” artist DiFranco
ANI	What makes nose noise?
ANI	April is the only month that has one
HUN	Attila or one of his followers
HUN	Sacker of ancient Rome
TEES	Purchases at a golf pro shop
TEES	Souvenir shop stock
TEES	Homecoming giveaways
TEES	Butt end?
TEES	Caddie’s bagful
TEES	Course requirements?
FIDO	Pet name meaning “faithful”
FIDO	Alternative to Spot or Rover
SNOOT	Hoity-toity sort
SNOOT	Stuck-up sort
SNOOT	High-hat
AFRO	___-Cuban (music genre)
AFRO	Old hairdo for Diana Ross
AFRO	Popular hairstyle in the 1960s
AFRO	Hairstyle that’s very big
AFRO	Spherical locks
AFRO	Hairstyle maintained with a pick
AFRO	Jimi Hendrix hairdo
AFRO	Kind of pick
EPOS	Poems featuring 39-Across
SADA	Actress Thompson of “Family”
SADA	Actress Thompson of TV’s “Family”
AUNT	“Please excuse my dear ___ Sally” (math mnemonic)
AUNT	___ Viv, caretaker of the Fresh Prince of Bel-Air
AUNT	___ Jemima
AUNT	111-Across’s partner
BADGER	Harass, as a witness in court
UZI	Gun in an action film
UZI	Mideastern heat?
UZI	9mm gun
UZI	Israeli gun
PINKFLOYD	“The Wall” rock band
APATOW	Judd who wrote and directed “Knocked Up”
APATOW	Procured (Producer) for many big 2000s comedies
RESTS	Takes a breather
RESTS	Observes the Sabbath
ABUT	Share a border
ABUT	Neighbor
ABUT	Touch, as two states
SILO	Fodder’s place, but not a mudder’s
SILO	Barn neighbor
SILO	Missile’s home
SILO	Missile ___
SILO	Farm storage building
SILO	Part of many a rural skyline
CHOC	One of the three flavors of Neapolitan ice cream, for short
PSIS	Letters between chis and omegas
INCA	___ Empire
INCA	With 5-Down, creator of 24,000+ miles of road before 1600
INCA	Ancient sun worshiper
INCA	Ancient Peruvian
INCA	Ancient alpaca herder
FARON	___ Young, singer with the #1 country hit “Live Fast, Love Hard, Die Young”
IFOLD	“Uncle,” in poker
PETITFOUR	Small frosted cake
SETH	Green of “The Italian Job”
SETH	MacFarlane of “Family Guy”
SETH	First family name
EMUS	Birds whose eggs are incubated by males
EMUS	Big birds
EMUS	Cousins of ostriches
EMUS	Birds with deep drumming calls
APROPOS	Fittingly
APROPOS	Fitting
ASPEN	Quaker of note?
ASPEN	White-barked tree
ASPEN	Winter X Games host city
ASPEN	Tree that can survive forest fires
ASPEN	Colorado ski town
URDU	Official language of Pakistan
URDU	Language that gave us “cummerbund”
URDU	Language that gave us “punch”
URDU	Language that gave us “khaki”
HOP	1950s gym event
HOP	Short flight
HOP	Small jump
HOP	Use a pogo stick
HOP	Small vault
ROAR	What lions and big engines do
ROAR	Word rhyming with “ignore” in “I Am Woman”
ROAR	Lion’s sound
ROAR	Simba’s warning
ROAR	Laugh without restraint
ROAR	More than giggle
SPINAL	Backbone-related
EDGE	Border
EDGE	Barely beat
EDGE	Favorable margin
EDGE	Advantage
EDGE	Beat (out)
EDGE	Rim
EDGE	Fringe
EDGE	Nervous people are on it
EDGE	Brink
PARTYFAVORS	Gifts for guests
ASKS	Does some grilling
ASKS	Requests, with “for”
ASKS	Seeks answers
ASKS	Questions
BERET	French topper
BERET	Cap for a Special Forces member
CURSES	“$&#@” and “%*&!”
PILLOWFIGHTS	Friendly scuffles at sleepovers
ICY	Standoffish
ICY	Subzero, maybe
ICY	Dangerous, as winter sidewalks
ICY	Very standoffish
HEROICS	Acts of bravery
MOLE	Underground pest
MOLE	Mexican sauce
MOLE	Double agent
OCTET	This puzzle’s special squares, e.g.
OCTET	Singing eightsome
OCTET	Group of eight
OCTET	Eightsome
REARMS	Furnishes with new weapons
UNIT	Foot or yard
UNIT	Gram or dram
UNIT	Soldier’s assignment
UNIT	Storage ___
UNIT	Infantry division
UNIT	Corporate division
ARSON	Fire-setter’s crime
OAR	Rowboat propeller
OAR	Rafter’s aid
OAR	Something that fits in a lock
OAR	Row
OAR	Lever used in propulsion
OAR	Gondola feature
DENS	Men’s studies?
DENS	Animal shelters
DENS	Scouting groups
DENS	Paneled rooms, maybe
DENS	Fox network?
DENS	TV rooms
CRUSTS	Outer parts of pizzas
REP	Sales worker, briefly
REP	Sales ___
REP	Good name, informally
REP	Cred
REP	What they say about you, informally
REP	Gym unit
REP	Be an agent (for)
REP	Agent, for short
REP	Part of a gym routine
REP	Exercise segment
REP	Agent, informally
ONUS	Heavy load
ONUS	“This one’s ___” (“Our treat”)
ONUS	Heavy duty
ONUS	Responsibility
ONUS	Difficult duty
ONUS	Burden
MIRE	Muck
MIRE	Mud
MIRE	Stick fast
MIRE	Mucky ground
MIRE	Swamp
ANTE	Indicate that one needs a hand?
ANTE	Pay to play
ANTE	Put up
ANTE	Penny ___
ANTE	Something to give a kitty?
ANTE	Pot part
ANTE	It’s for starters
ANTE	Throw a chip in the pot
ANTE	Pony up, in poker
ANTE	Play money?
ANTE	Front money?
ANTE	It’s just for openers
ANTE	One or two poker chips, maybe
ANTE	A penny is a small one
ANTE	Player’s fee
ANTE	Get the pot started
ELF	Keebler baker
ELF	North Pole worker
ELF	Middle-earth inhabitant
ELF	Sprite
ELF	Santa’s little helper
REVERSE	What the numbers 9, 8, 7, 6, 5, 4, 3, 2 and 1 are in
AGREE	Be of the same mind
AGREE	Match
AGREE	Line up
AGREE	Concur
AGREE	Tally
AGREE	Find common ground
DOTH	Performs, to Shakespeare
GRIEF	“The price we pay for love,” per Queen Elizabeth II
GRIEF	Mourning
GRIEF	“Good ___!”
OWES	Is indebted to
OWES	Has a mortgage, say
SOON	Any second now
SOON	By and by
SOON	Procrastinator’s favorite word
SOON	Any day now
CLIP	Trim, as a hedge
OUTSET	Beginning
RAPID	Swift
RAPID	See 5-Across
ERODE	Diminish by degrees
ERODE	Wear away, as soil
ERODE	Run off
ERODE	Crumble over time
ERODE	Weaken, as confidence
AFAR	Way off
AFAR	Not close
AFAR	Many miles away
AFAR	In the distance
AFAR	Over yonder
AFAR	Quite a ways away
AFAR	At a distance
AFAR	Many miles off
NEGS	Darkroom masters, for short
FAZE	Put off
FAZE	Discombobulate
NBC	Its chimes were the first U.S. registered “sound mark”
NBC	Airer of the Olympics since 1988
AGAR	Food thickener
AARON	___ Paul, Emmy winner for “Breaking Bad”
AARON	Golden calf’s maker
AARON	Newsman Brown
AARON	___ Burr, major role in “Hamilton”
TEL	___ Aviv
TEL	Letterhead abbr.
TEL	___ Avivian
TEL	Office no.
IKE	“I Like ___” (1950s campaign slogan)
IKE	’50s campaign nickname
IKE	“I Like ___” (old campaign slogan)
IKE	Retired Steeler Taylor
IKE	1950s presidential nickname
IKE	1950s pol
HEN	Grown-up pullet
HEN	Nest builder
HEN	Partridge family mother
HEN	“Little red” animal in a children’s tale
HEN	Blue symbol of Delaware
HEN	Rooster’s mate
SABOT	Dutch shoe
CODA	Musical finale
CODA	End of a movement
NILE	Elephantine Island is in it
NILE	Shade of blue or green
NILE	Water source for 11 countries
NILE	River that flows south to north
NILE	One of its sources is Lake Tana
NILE	Where baby Moses was found
LASER	Modern surgical aid
LASER	Surgical beam
LASER	Focused beam
LASER	Intense beam
LASER	Surgical tool
LASER	Guiding light?
ITSY	Part of a spider’s description, in a children’s song
ITSY	Teeny
ITSY	Tiny, informally
ITSY	Really tiny
GAMUT	Entire range
LOL	Texter’s reaction to a joke
LOL	E-guffaw
LOL	Email chuckle
LOL	[That is so funny]
LOL	1-Across, in textspeak
LOL	Common palindromic text
LOL	😀 alternative
LOL	“Haha, u r hilarious”
LOL	Response to an Internet meme, maybe
LOL	“Ur hilarious!”
TUT	Ancient dynastic ruler, briefly
TUT	Legendary boy king
TUT	King of the 18th dynasty
EIGER	Treacherous peak in the Alps
RAYS	Tampa Bay ballplayers
RAYS	Fish that are flat and wide
PEKOE	What some caddies hold
PEKOE	Orange ___ (tea type)
PEKOE	Type of black tea
ALERT	Bright-eyed
ALERT	Incoming text ding, e.g.
ALERT	It can be red or amber
ALERT	Ding or buzz, maybe
OCS	Ft. Benning training facility
OCS	Where future mil. leaders are trained
LUST	One of the seven deadly sins
LUST	Passionate desire
TROY	Legendary siege site
TROY	Movie in which Brad Pitt plays Achilles
TROY	___ weight
TROY	“Iliad” locale
COSI	“___ Fan Tutte”
